id,symbol,seqnames,strand,TSS,CAGE_representative_TSS,type
ENSG00000253648,RP11-77B22.2,chr8,+,15973315,15973315,lincRNA
ENSG00000253652,RP11-798K23.4,chr5,-,179515579,179515579,lincRNA
ENSG00000253656,KB-1568E2.1,chr8,-,130655712,130655712,lincRNA
ENSG00000253658,LINC01592,chr8,-,69104190,69104201,lincRNA
ENSG00000253659,RP11-1114I9.1,chr8,+,79297717,79297698,lincRNA
ENSG00000253665,RP11-359E19.2,chr8,+,40114651,40114794,lincRNA
ENSG00000253669,KB-1732A1.1,chr8,+,102805517,102807030,lincRNA
ENSG00000253672,RP11-536K17.1,chr8,-,116403757,116403766,lincRNA
ENSG00000253673,CTC-436K13.1,chr5,+,158175396,158175411,lincRNA
ENSG00000253678,RP11-981G7.3,chr8,-,10479375,10479389,lincRNA
ENSG00000253679,KB-1410C5.2,chr8,-,101262903,101262938,lincRNA
ENSG00000253682,RP11-700E23.2,chr8,-,92413645,92413645,lincRNA
ENSG00000253686,LINC01484,chr5,-,173746211,173746178,lincRNA
ENSG00000253688,RP11-567J20.2,chr8,-,48556441,48556441,lincRNA
ENSG00000253693,CTC-535M15.2,chr5,+,165349030,165349030,lincRNA
ENSG00000253696,KBTBD11-OT1,chr8,+,1971397,1971329,lincRNA
ENSG00000253701,AL928768.3,chr14,-,105704602,105704602,lincRNA
ENSG00000253702,RP11-567J20.1,chr8,-,48621018,48620967,lincRNA
ENSG00000253704,RP11-267M23.4,chr8,+,94553722,94553731,lincRNA
ENSG00000253710,ALG11,chr13,+,52012398,52012411,protein_coding
ENSG00000253712,RP11-697M17.2,chr8,-,75176656,75176656,lincRNA
ENSG00000253713,CTC-264O10.2,chr5,-,167119585,167119585,lincRNA
ENSG00000253717,KB-1299A7.2,chr8,+,110766863,110766863,lincRNA
ENSG00000253719,ATXN7L3B,chr12,+,74537827,74537835,protein_coding
ENSG00000253720,RP11-473O4.3,chr8,+,129939856,129939856,lincRNA
ENSG00000253729,PRKDC,chr8,-,47960183,47960136,protein_coding
ENSG00000253731,PCDHGA6,chr5,+,141373914,141373891,protein_coding
ENSG00000253733,LZTS1-AS1,chr8,+,20275773,20275773,lincRNA
ENSG00000253734,LINC01289,chr8,+,63769430,63769430,lincRNA
ENSG00000253735,RP11-115J16.3,chr8,-,9358441,9358441,lincRNA
ENSG00000253737,KB-1460A1.3,chr8,+,101139665,101139665,lincRNA
ENSG00000253745,RP11-350F16.1,chr8,+,46922561,46922590,lincRNA
ENSG00000253746,RP11-527N22.2,chr8,-,37406724,37406724,lincRNA
ENSG00000253749,RP11-700E23.1,chr8,-,92421798,92421798,lincRNA
ENSG00000253762,RP11-579E24.2,chr8,+,63704756,63704756,lincRNA
ENSG00000253764,RP11-439C15.4,chr8,-,1974637,1974637,lincRNA
ENSG00000253767,PCDHGA8,chr5,+,141390157,141392633,protein_coding
ENSG00000253768,CTB-33O18.1,chr5,+,173562478,173562478,lincRNA
ENSG00000253773,C8orf37-AS1,chr8,+,95204456,95268835,lincRNA
ENSG00000253774,CTD-3023L14.1,chr8,+,8559894,8559894,lincRNA
ENSG00000253776,RP11-6N13.4,chr5,+,104773641,104773641,lincRNA
ENSG00000253778,RP11-386D6.2,chr8,+,86765935,86765935,lincRNA
ENSG00000253782,RP11-350F16.2,chr8,-,46934446,46934446,lincRNA
ENSG00000253783,CTD-2534J5.1,chr8,-,139127953,139127953,lincRNA
ENSG00000253784,RP11-1145L24.1,chr8,-,72881740,72881783,lincRNA
ENSG00000253787,RP11-404L6.2,chr5,+,68189876,68189886,lincRNA
ENSG00000253792,CTC-436K13.5,chr5,-,158176422,158176445,lincRNA
ENSG00000253799,LINC01030,chr8,-,90606065,90606063,lincRNA
ENSG00000253802,CTA-392C11.1,chr8,-,40343402,40343420,lincRNA
ENSG00000253805,RP11-1049H7.2,chr8,+,2033508,2033508,lincRNA
ENSG00000253807,LINC01170,chr5,-,124405079,124405079,lincRNA
ENSG00000253819,LINC01151,chr8,-,122694106,122694106,lincRNA
ENSG00000253821,RP11-246K15.1,chr8,+,57492884,57492884,lincRNA
ENSG00000253824,KB-173C10.2,chr8,-,100414459,100414459,lincRNA
ENSG00000253825,RP11-96A1.5,chr4,-,120040615,120040615,lincRNA
ENSG00000253831,ETV3L,chr1,-,157099808,157099808,protein_coding
ENSG00000253832,CTD-2168K21.1,chr8,+,24992002,24992002,lincRNA
ENSG00000253834,RP11-705O24.3,chr8,-,61825252,61825252,lincRNA
ENSG00000253836,RP11-731N10.1,chr8,-,82958696,82958696,lincRNA
ENSG00000253839,RP11-431D12.1,chr8,+,136489448,136489448,lincRNA
ENSG00000253842,KB-173C10.1,chr8,-,100430997,100430997,lincRNA
ENSG00000253844,RP11-546K22.1,chr8,+,51961458,51961458,lincRNA
ENSG00000253846,PCDHGA10,chr5,+,141412987,141413008,protein_coding
ENSG00000253853,GS1-57L11.1,chr8,+,2727318,2726958,lincRNA
ENSG00000253855,AC133633.1,chr8,+,2518998,2518998,lincRNA
ENSG00000253857,RP11-386G21.2,chr8,+,55161483,55161455,lincRNA
ENSG00000253871,RP11-756K15.2,chr8,+,57343787,57343787,lincRNA
ENSG00000253872,RP11-90D11.1,chr8,+,95505406,95505406,lincRNA
ENSG00000253873,PCDHGA11,chr5,+,141421047,141421054,protein_coding
ENSG00000253877,LINC01608,chr8,-,111027433,111027422,lincRNA
ENSG00000253879,RP11-379I19.3,chr8,+,59601378,59601378,lincRNA
ENSG00000253880,RP11-124B13.1,chr8,-,6257537,6257538,lincRNA
ENSG00000253887,RP11-10A14.7,chr8,-,9260295,9260295,lincRNA
ENSG00000253891,RP11-203E8.1,chr8,-,24177080,24177080,lincRNA
ENSG00000253892,RP11-770E5.2,chr8,-,48658894,48658894,lincRNA
ENSG00000253894,RP11-45K10.2,chr8,+,63465849,63465849,lincRNA
ENSG00000253896,AC144568.2,chr8,+,72601,72601,lincRNA
ENSG00000253898,LINC01419,chr8,+,83403758,83403758,lincRNA
ENSG00000253901,RP11-122C21.1,chr8,-,91907619,91907619,lincRNA
ENSG00000253903,RP11-521M14.2,chr8,+,27086076,27086076,lincRNA
ENSG00000253910,PCDHGB2,chr5,+,141360042,141360005,protein_coding
ENSG00000253924,RP11-1023P17.2,chr8,+,52294455,52294480,lincRNA
ENSG00000253926,RP11-26E5.1,chr8,+,129415949,129415931,lincRNA
ENSG00000253927,GS1-39E22.1,chr5,-,135918161,135918161,lincRNA
ENSG00000253929,CASC21,chr8,+,127339274,127339274,lincRNA
ENSG00000253948,RP11-410L14.2,chr8,-,99013044,99013029,lincRNA
ENSG00000253949,RP11-790J24.1,chr8,+,108581062,108581062,lincRNA
ENSG00000253953,PCDHGB4,chr5,+,141387698,141387698,protein_coding
ENSG00000253956,RP11-211F2.1,chr8,-,110349607,110349607,lincRNA
ENSG00000253958,CLDN23,chr8,+,8701938,8701937,protein_coding
ENSG00000253959,CTB-43E15.1,chr5,+,173642519,173642519,lincRNA
ENSG00000253960,RP11-388K12.1,chr8,-,93234878,93234878,lincRNA
ENSG00000253967,RP11-333A23.4,chr8,+,70471134,70471106,lincRNA
ENSG00000253968,CTB-32H22.1,chr5,+,173414035,173414035,lincRNA
ENSG00000253972,RP11-4K16.2,chr8,-,119246848,119246830,lincRNA
ENSG00000253976,RP11-386G21.1,chr8,-,55142358,55142358,lincRNA
ENSG00000253985,RP11-136K7.3,chr5,-,71374898,71374898,lincRNA
ENSG00000253986,CTC-756D1.3,chr8,-,23494198,23494198,lincRNA
ENSG00000253988,RP11-489O18.1,chr8,+,138063268,138062874,lincRNA
ENSG00000254000,RP11-245A18.1,chr8,-,123925933,123925933,lincRNA
ENSG00000254001,RP11-91P17.1,chr8,+,78148101,78148101,lincRNA
ENSG00000254002,RP11-213G6.2,chr8,-,23743042,23743042,lincRNA
ENSG00000254004,ZNF260,chr19,-,36528660,36528267,protein_coding
ENSG00000254006,RP11-1D12.2,chr8,-,64817573,64817600,lincRNA
ENSG00000254007,RP11-281H11.1,chr8,-,5670077,5670077,lincRNA
ENSG00000254018,RP11-785H20.1,chr8,+,121884724,121884724,lincRNA
ENSG00000254020,RP11-100L22.4,chr8,-,92725111,92725111,lincRNA
ENSG00000254021,RP11-778D12.2,chr8,-,106268741,106268741,lincRNA
ENSG00000254026,RP11-369E15.2,chr8,+,20954012,20954012,lincRNA
ENSG00000254028,AC083843.2,chr8,+,134832747,134832747,lincRNA
ENSG00000254033,RP11-431M3.2,chr8,-,34248946,34248946,lincRNA
ENSG00000254038,RP11-419C23.1,chr8,-,37069418,37069418,lincRNA
ENSG00000254039,RP11-304F15.6,chr17,+,49914403,49914403,lincRNA
ENSG00000254040,RP11-421P23.2,chr8,+,21023296,21023296,lincRNA
ENSG00000254043,RP11-3N13.2,chr8,-,74896302,74896302,lincRNA
ENSG00000254054,RP11-156K13.3,chr8,+,17905756,17905756,lincRNA
ENSG00000254055,RP11-17A4.4,chr8,-,56656465,56656465,lincRNA
ENSG00000254057,RP3-388N13.3,chr8,-,93846743,93846743,lincRNA
ENSG00000254060,RP11-172E10.1,chr8,+,81036964,81036964,lincRNA
ENSG00000254066,CTB-181F24.1,chr5,-,165241752,165241752,lincRNA
ENSG00000254067,RP11-122L4.1,chr8,+,39556146,39556146,lincRNA
ENSG00000254081,LINC01299,chr8,-,65562780,65562652,lincRNA
ENSG00000254082,CTD-2024D23.1,chr8,+,39566705,39566705,lincRNA
ENSG00000254083,LINC01591,chr8,+,135234131,135234131,lincRNA
ENSG00000254084,KB-1930G5.4,chr8,-,101452452,101452452,lincRNA
ENSG00000254086,RP11-94H18.2,chr8,+,29864644,29864644,lincRNA
ENSG00000254087,LYN,chr8,+,55879813,55879835,protein_coding
ENSG00000254089,RP11-388K12.2,chr8,+,93259667,93259667,lincRNA
ENSG00000254092,RP11-369E15.3,chr8,-,20973877,20973855,lincRNA
ENSG00000254093,PINX1,chr8,-,10839884,10839868,protein_coding
ENSG00000254100,RP11-675F6.4,chr8,-,38559020,38559020,lincRNA
ENSG00000254101,RP11-30J20.1,chr8,+,136530798,136530798,lincRNA
ENSG00000254106,AC011366.3,chr5,+,109883182,109883182,lincRNA
ENSG00000254111,RP11-150O12.5,chr8,+,37560366,37560366,lincRNA
ENSG00000254113,RP11-174I12.2,chr8,-,123568762,123568762,lincRNA
ENSG00000254119,RP11-705O24.1,chr8,+,61785047,61825325,lincRNA
ENSG00000254120,RP11-705O24.2,chr8,+,61889839,61889839,lincRNA
ENSG00000254122,PCDHGB7,chr5,+,141417645,141417677,protein_coding
ENSG00000254123,RP11-99H20.1,chr8,-,82160577,82160577,lincRNA
ENSG00000254130,CTB-7E3.1,chr5,-,166926370,166926370,lincRNA
ENSG00000254135,RP11-32D16.1,chr5,+,158485190,158485190,lincRNA
ENSG00000254136,RP11-546K22.2,chr8,-,52008355,52008355,lincRNA
ENSG00000254139,CTD-2339F6.1,chr8,+,57746149,57746129,lincRNA
ENSG00000254140,RP11-731F5.1,chr14,-,105605357,105605174,lincRNA
ENSG00000254142,RP11-53M11.3,chr8,+,54554361,54559185,lincRNA
ENSG00000254143,RP11-470M17.2,chr8,+,40161458,40161493,lincRNA
ENSG00000254153,CTA-398F10.2,chr8,-,8461337,8461387,lincRNA
ENSG00000254160,CTD-2281E23.3,chr8,-,1248760,1248760,lincRNA
ENSG00000254162,RP11-48B3.3,chr8,-,80539135,80539135,lincRNA
ENSG00000254164,CTB-33O18.2,chr5,+,173574938,173574938,lincRNA
ENSG00000254166,CASC19,chr8,-,127203222,127203222,lincRNA
ENSG00000254171,RP11-67M9.1,chr5,+,166128498,166128498,lincRNA
ENSG00000254173,RP11-96G10.1,chr5,-,162427345,162427345,lincRNA
ENSG00000254177,RP11-1149M10.1,chr8,+,81058523,81058523,lincRNA
ENSG00000254178,RP11-299D14.2,chr8,-,25840135,25840135,lincRNA
ENSG00000254180,AB015752.3,chr8,-,90620070,90620070,lincRNA
ENSG00000254186,RP11-167P20.1,chr5,-,162623461,162623461,lincRNA
ENSG00000254194,RP1-273G13.3,chr8,-,34009595,34009595,lincRNA
ENSG00000254197,RP11-10J21.5,chr8,+,141278228,141278228,lincRNA
ENSG00000254199,AC008691.1,chr5,-,159761061,159761061,lincRNA
ENSG00000254201,RP11-618M23.2,chr8,+,19246350,19246350,lincRNA
ENSG00000254202,RP11-120I21.2,chr8,+,83912713,83912696,lincRNA
ENSG00000254206,NPIPB11,chr16,-,29404029,29404029,protein_coding
ENSG00000254209,RP11-3G20.1,chr8,-,121684562,121684562,lincRNA
ENSG00000254211,LINC01485,chr5,-,173809039,173790942,lincRNA
ENSG00000254221,PCDHGB1,chr5,+,141350102,141350099,protein_coding
ENSG00000254223,RP11-419K12.1,chr8,-,129683679,129683679,lincRNA
ENSG00000254226,CTB-12O2.1,chr5,+,151949571,151958867,lincRNA
ENSG00000254227,RP11-622O11.4,chr8,-,126001001,126001001,lincRNA
ENSG00000254233,RP11-242J7.1,chr4,-,184625030,184625030,lincRNA
ENSG00000254235,RP11-115J16.1,chr8,+,9249417,9325901,lincRNA
ENSG00000254237,RP11-115J16.2,chr8,-,9436205,9436205,lincRNA
ENSG00000254239,GS1-39E22.2,chr5,+,135897637,135897637,lincRNA
ENSG00000254242,RP11-1080G15.2,chr8,+,19091733,19091733,lincRNA
ENSG00000254245,PCDHGA3,chr5,+,141343829,141343875,protein_coding
ENSG00000254258,RP11-398H6.1,chr8,-,139463016,139463016,lincRNA
ENSG00000254260,RP11-369E15.1,chr8,+,20941428,20941428,lincRNA
ENSG00000254261,RP11-18A15.1,chr9,+,26746953,26747112,lincRNA
ENSG00000254262,RP11-58O3.2,chr8,+,111742012,111742012,lincRNA
ENSG00000254263,RP11-473O4.4,chr8,+,129890465,129890465,lincRNA
ENSG00000254266,PKIA-AS1,chr8,-,78558503,78558506,lincRNA
ENSG00000254267,KB-1458E12.1,chr8,-,98388247,98388247,lincRNA
ENSG00000254271,RP11-131N11.4,chr10,+,60734342,60734342,lincRNA
ENSG00000254277,RP11-1144P22.1,chr8,+,71675300,71675354,lincRNA
ENSG00000254281,KB-1507C5.4,chr8,+,102978785,102978890,lincRNA
ENSG00000254288,RP11-6I2.3,chr8,+,74052340,74052340,lincRNA
ENSG00000254290,RP11-150O12.3,chr8,-,37599858,37599839,lincRNA
ENSG00000254293,CTB-158E9.1,chr5,-,154486150,154486269,lincRNA
ENSG00000254295,CTC-308K20.2,chr5,+,172954907,172954907,lincRNA
ENSG00000254298,CTB-17P3.4,chr5,-,151158462,151158462,lincRNA
ENSG00000254299,CTB-54I1.1,chr5,-,172559014,172559014,lincRNA
ENSG00000254300,LINC01111,chr8,+,76406654,76406562,lincRNA
ENSG00000254302,RP11-431M3.1,chr8,+,34174886,34174886,lincRNA
ENSG00000254303,RP11-398G24.2,chr8,-,122127184,122127302,lincRNA
ENSG00000254306,RP11-150O12.4,chr8,-,37625873,37625873,lincRNA
ENSG00000254319,RP11-134O21.1,chr8,-,2728451,2728452,lincRNA
ENSG00000254321,RP11-495O10.1,chr8,-,38704855,38704855,lincRNA
ENSG00000254333,CTC-367J11.1,chr5,-,150485968,150486185,lincRNA
ENSG00000254334,RP11-24P4.1,chr8,+,21298206,21298239,lincRNA
ENSG00000254337,RP11-865I6.2,chr8,-,68852763,68852969,lincRNA
ENSG00000254339,RP11-267L5.1,chr8,+,114282067,114282082,lincRNA
ENSG00000254343,RP11-760H22.2,chr8,+,120052180,120052180,lincRNA
ENSG00000254344,LINC01288,chr8,+,34784052,34784052,lincRNA
ENSG00000254347,RP11-351E7.1,chr8,+,72462311,72462311,lincRNA
ENSG00000254349,MIR2052HG,chr8,+,74599775,74599775,lincRNA
ENSG00000254350,RP11-542A14.1,chr5,+,158424585,158424585,lincRNA
ENSG00000254361,RP11-238K6.2,chr8,+,137852327,137852327,lincRNA
ENSG00000254366,RP11-38H17.1,chr8,+,77399072,77399077,lincRNA
ENSG00000254367,RP11-211C9.1,chr8,-,8782479,8782450,lincRNA
ENSG00000254377,MIR124-2HG,chr8,+,64373328,64373309,lincRNA
ENSG00000254380,RP11-317J10.4,chr8,+,85523899,85523899,lincRNA
ENSG00000254383,RP11-465K16.1,chr8,-,40901854,40901854,lincRNA
ENSG00000254394,CTD-2272D18.1,chr8,+,82912104,82912104,lincRNA
ENSG00000254396,RP11-56F10.3,chr9,+,27102630,27102630,lincRNA
ENSG00000254401,RP11-179A10.1,chr11,+,11117854,11117854,lincRNA
ENSG00000254415,SIGLEC14,chr19,-,51646801,51646801,protein_coding
ENSG00000254416,RP11-347E10.1,chr11,+,110355130,110355303,lincRNA
ENSG00000254427,RP11-430H10.1,chr11,+,45355371,45355488,lincRNA
ENSG00000254434,CTD-2555I5.1,chr11,-,80327911,80327911,lincRNA
ENSG00000254438,RP11-231N3.1,chr11,-,13924863,13924863,lincRNA
ENSG00000254440,PBOV1,chr6,-,138218491,138218491,protein_coding
ENSG00000254443,RP11-304C12.3,chr11,+,6362799,6362799,lincRNA
ENSG00000254456,RP11-405K6.1,chr11,+,25734770,25734770,lincRNA
ENSG00000254466,OR4D10,chr11,+,59477373,59477373,protein_coding
ENSG00000254467,RP11-634B22.4,chr11,+,123668499,123668499,lincRNA
ENSG00000254468,RP11-304M2.6,chr11,-,125927,125927,lincRNA
ENSG00000254469,RP11-849H4.2,chr11,-,71928654,71928459,protein_coding
ENSG00000254470,AP5B1,chr11,-,65780802,65780976,protein_coding
ENSG00000254480,RP11-23F23.2,chr11,+,4187140,4187140,lincRNA
ENSG00000254486,RP13-631K18.2,chr11,+,12030875,12030875,lincRNA
ENSG00000254488,RP11-65G9.1,chrY,-,21044724,21044724,lincRNA
ENSG00000254505,CHMP4A,chr14,-,24213869,24213488,protein_coding
ENSG00000254511,RP11-876F14.1,chr11,+,81970994,81970994,lincRNA
ENSG00000254514,RP11-958J22.3,chr11,+,45582525,45582525,lincRNA
ENSG00000254516,RP11-159D8.1,chr11,+,37938601,37938601,lincRNA
ENSG00000254518,RP11-347H15.4,chr11,+,50298579,50298569,lincRNA
ENSG00000254521,SIGLEC12,chr19,-,51501789,51501800,protein_coding
ENSG00000254526,RP11-466I1.1,chr11,+,29159956,29160167,lincRNA
ENSG00000254530,RP11-460B17.3,chr11,-,29594295,29594295,lincRNA
ENSG00000254531,FLJ20021,chr4,+,101347780,101347784,lincRNA
ENSG00000254532,RP11-624D11.2,chr11,-,30084343,30084424,lincRNA
ENSG00000254533,AF186192.1,chr8,-,144699185,144699185,lincRNA
ENSG00000254535,PABPC4L,chr4,-,134201748,134201789,protein_coding
ENSG00000254538,RP11-463D19.1,chr8,+,73670441,73670441,lincRNA
ENSG00000254539,RP4-791M13.3,chr1,-,149048574,149048574,lincRNA
ENSG00000254550,OMP,chr11,+,77102840,77102840,protein_coding
ENSG00000254553,RP1-27O5.3,chr1,+,32465057,32465057,protein_coding
ENSG00000254562,LINC01493,chr11,+,38646476,38646476,lincRNA
ENSG00000254566,RP11-514F3.4,chr11,-,36323440,36323440,lincRNA
ENSG00000254573,AP004550.1,chr11,+,134563396,134563396,lincRNA
ENSG00000254580,RP11-677I18.4,chr11,-,106132116,106132116,lincRNA
ENSG00000254585,MAGEL2,chr15,-,23647841,23647867,protein_coding
ENSG00000254586,RP11-358H18.3,chr11,+,17695022,17695109,lincRNA
ENSG00000254587,RP11-360K13.1,chr11,+,96590317,96590317,lincRNA
ENSG00000254594,RP11-2F20.1,chr11,-,24262218,24262218,lincRNA
ENSG00000254598,CSNK2A3,chr11,-,11353357,11353247,protein_coding
ENSG00000254599,RP11-115E19.1,chr11,+,98676391,98676391,lincRNA
ENSG00000254605,RP11-626H12.2,chr11,-,70021059,70021019,lincRNA
ENSG00000254606,RP11-22P4.2,chr11,+,28516832,28516832,lincRNA
ENSG00000254610,RP5-903G2.2,chr11,-,67955802,67955802,lincRNA
ENSG00000254615,RP11-395G23.3,chr8,+,106270144,106270144,lincRNA
ENSG00000254619,RP11-646J21.4,chr11,+,33810145,33810145,lincRNA
ENSG00000254620,RP5-907D15.3,chr20,+,58594417,58594417,lincRNA
ENSG00000254626,RP11-27G22.1,chr11,+,112787304,112787304,lincRNA
ENSG00000254636,ARMS2,chr10,+,122454653,122454663,protein_coding
ENSG00000254639,CTD-2589M5.5,chr11,+,46238382,46238382,lincRNA
ENSG00000254645,RP11-396O20.2,chr11,-,15758898,15758898,lincRNA
ENSG00000254647,INS,chr11,-,2161341,2161341,protein_coding
ENSG00000254648,RP11-713P17.4,chr11,-,134037107,134037293,lincRNA
ENSG00000254651,RP11-430H10.3,chr11,+,45399448,45399448,lincRNA
ENSG00000254653,RP11-702F3.1,chr11,+,46116578,46116578,lincRNA
ENSG00000254654,AC068858.1,chr11,+,44973902,44973902,lincRNA
ENSG00000254656,RTL1,chr14,-,100884847,100884847,protein_coding
ENSG00000254659,RP11-262A12.1,chr11,-,109823847,109823847,lincRNA
ENSG00000254661,RP11-222N13.1,chr11,+,15910957,15910933,lincRNA
ENSG00000254669,RP5-945I17.2,chr11,-,35585310,35585310,lincRNA
ENSG00000254670,CTC-497E21.3,chr11,-,13009159,13009116,lincRNA
ENSG00000254685,FPGT,chr1,+,74198212,74198244,protein_coding
ENSG00000254686,RP1-276E15.1,chr11,+,35656694,35656694,lincRNA
ENSG00000254689,RP11-354A14.1,chr8,+,81885377,81885377,lincRNA
ENSG00000254695,RP11-396O20.1,chr11,+,15643885,15643885,lincRNA
ENSG00000254699,RP11-12D16.2,chr11,-,86193482,86193482,lincRNA
ENSG00000254709,IGLL5,chr22,+,22887780,22887830,protein_coding
ENSG00000254726,MEX3A,chr1,-,156081998,156082465,protein_coding
ENSG00000254731,CTD-2005H7.1,chr11,+,86703099,86703099,lincRNA
ENSG00000254732,RP11-691N7.6,chr11,+,57742163,57742163,protein_coding
ENSG00000254734,CTD-3138F19.1,chr11,+,29713909,29713671,lincRNA
ENSG00000254737,OR10G4,chr11,+,124015575,124015575,protein_coding
ENSG00000254753,RP11-480O10.1,chr8,-,13849109,13849109,lincRNA
ENSG00000254754,RP11-20J1.1,chr11,+,25924188,25924188,lincRNA
ENSG00000254757,RP13-726E6.1,chr11,+,3469319,3469319,lincRNA
ENSG00000254761,RP11-672A2.1,chr11,-,76719608,76719608,lincRNA
ENSG00000254775,RP11-27P7.1,chr8,+,60049587,60049587,lincRNA
ENSG00000254777,AC022182.1,chr8,+,60910053,60909707,lincRNA
ENSG00000254789,RP11-531H8.2,chr11,-,15622391,15622396,lincRNA
ENSG00000254790,RP11-680F20.4,chr11,-,125941193,125941193,lincRNA
ENSG00000254802,AC022182.3,chr8,-,60967775,60967708,lincRNA
ENSG00000254804,RP11-674C21.9,chr11,-,55686160,55686160,lincRNA
ENSG00000254806,SYS1-DBNDD2,chr20,+,45363200,45363505,protein_coding
ENSG00000254810,RP11-672A2.4,chr11,-,76656712,76656902,lincRNA
ENSG00000254813,RP11-252C15.1,chr8,-,12811478,12811534,lincRNA
ENSG00000254819,RP11-430L3.1,chr11,-,26288007,26288007,lincRNA
ENSG00000254820,CTD-2019O4.1,chr11,+,22113448,22113448,lincRNA
ENSG00000254822,RP11-375D13.3,chr11,+,41876634,41876634,lincRNA
ENSG00000254823,RP11-109E10.1,chr11,-,123314770,123314795,lincRNA
ENSG00000254827,SLC22A18AS,chr11,-,2903740,2903785,protein_coding
ENSG00000254830,RP11-99C10.1,chr11,-,98945079,98945079,lincRNA
ENSG00000254833,RP11-50B3.2,chr11,+,126160714,126160714,lincRNA
ENSG00000254834,OR5M10,chr11,-,56577721,56577721,protein_coding
ENSG00000254837,AP001372.2,chr11,+,74493366,74493366,lincRNA
ENSG00000254839,AF131215.6,chr8,-,11067089,11067089,lincRNA
ENSG00000254842,RP11-890B15.2,chr11,-,130865561,130865561,lincRNA
ENSG00000254847,RP11-51B23.3,chr11,-,12540967,12540967,lincRNA
ENSG00000254852,NPIPA2,chr16,+,14748066,14748066,protein_coding
ENSG00000254858,MPV17L2,chr19,+,18193182,18193247,protein_coding
ENSG00000254861,RP11-945A11.2,chr11,-,23804598,23804598,lincRNA
ENSG00000254863,RP11-831A10.2,chr11,-,119995037,119994727,lincRNA
ENSG00000254869,RP11-91I20.2,chr8,-,60653561,60653544,lincRNA
ENSG00000254872,RP13-870H17.3,chr11,+,1049880,1049692,lincRNA
ENSG00000254874,RP11-676F20.1,chr11,+,92965797,92965797,lincRNA
ENSG00000254880,PKNOX2-AS1,chr11,-,125164609,125164609,lincRNA
ENSG00000254885,RP11-802F5.1,chr11,+,79191558,79191558,lincRNA
ENSG00000254901,BORCS8,chr19,-,19192591,19192142,protein_coding
ENSG00000254927,RP11-98J9.2,chr11,-,13879499,13879499,lincRNA
ENSG00000254930,RP11-98J9.3,chr11,-,13870616,13870616,lincRNA
ENSG00000254934,LINC00678,chr11,-,27634627,27634627,lincRNA
ENSG00000254938,RP11-688I9.4,chr11,-,126940659,126940630,lincRNA
ENSG00000254946,RP11-531H8.1,chr11,+,15552855,15552773,lincRNA
ENSG00000254952,AP001257.1,chr11,-,60160822,60160822,lincRNA
ENSG00000254959,INMT-FAM188B,chr7,+,30752137,30752137,protein_coding
ENSG00000254968,RP11-65M17.3,chr11,+,112393118,112393118,lincRNA
ENSG00000254971,RP11-313I2.11,chr11,-,89754953,89754953,lincRNA
ENSG00000254972,RP11-167J8.3,chr11,-,71705404,71705404,lincRNA
ENSG00000254973,RP11-429J17.7,chr8,-,143771822,143771822,lincRNA
ENSG00000254975,RP11-672A2.3,chr11,+,76675079,76675079,lincRNA
ENSG00000254986,DPP3,chr11,+,66480013,66480434,protein_coding
ENSG00000254987,RP11-563P16.1,chr11,-,103895271,103895271,lincRNA
ENSG00000254989,RP11-469N6.3,chr11,-,134672024,134672024,lincRNA
ENSG00000254990,RP11-108O10.2,chr11,-,111778350,111778297,lincRNA
ENSG00000254991,RP13-631K18.3,chr11,+,12066929,12066929,lincRNA
ENSG00000254995,STX16-NPEPL1,chr20,+,58651434,58651434,protein_coding
ENSG00000254997,KRTAP5-9,chr11,+,71548418,71548418,protein_coding
ENSG00000254998,RP11-94P11.4,chr11,-,105531697,105531697,lincRNA
ENSG00000254999,BRK1,chr3,+,10115592,10115681,protein_coding
ENSG00000255002,CTD-2509G16.2,chr14,-,65222347,65222443,lincRNA
ENSG00000255008,AP000442.4,chr11,-,59566074,59566074,lincRNA
ENSG00000255009,UBTFL1,chr11,+,90085950,90085950,protein_coding
ENSG00000255012,OR5M1,chr11,-,56613502,56613502,protein_coding
ENSG00000255015,RP11-716H6.1,chr11,-,122301763,122301763,lincRNA
ENSG00000255021,RP11-536I6.2,chr3,-,14303845,14303845,lincRNA
ENSG00000255029,CTD-3012A18.1,chr11,+,29519076,29519076,lincRNA
ENSG00000255032,RP11-45A12.2,chr11,-,44736692,44736692,lincRNA
ENSG00000255039,RP11-882G5.1,chr11,-,97259987,97259987,lincRNA
ENSG00000255041,RP11-430H10.4,chr11,-,45513802,45513802,lincRNA
ENSG00000255046,RP11-297N6.4,chr8,-,11802568,11802442,lincRNA
ENSG00000255071,SAA2-SAA4,chr11,-,18248635,18248635,protein_coding
ENSG00000255079,RP11-45A12.1,chr11,-,44696301,44696301,lincRNA
ENSG00000255080,RP11-1082L8.3,chr8,-,124857516,124857515,lincRNA
ENSG00000255087,RP11-168K9.2,chr11,+,127067002,127067002,lincRNA
ENSG00000255090,MIR100HG,chr11,-,122422871,122180632,lincRNA
ENSG00000255094,RP11-406D1.2,chr11,-,28019575,28019575,lincRNA
ENSG00000255098,RP11-481A20.11,chr8,-,12015534,12015163,protein_coding
ENSG00000255102,RP11-164N3.2,chr11,-,88098147,88098147,lincRNA
ENSG00000255109,CTD-2572N17.1,chr11,-,42253712,42253712,lincRNA
